,label,body_text,body_text_clean,body_text_tokenized,body_text_nostop,body_text_lemmatized
3268,ham,Raviyog Peripherals bhayandar east,Raviyog Peripherals bhayandar east,"['raviyog', 'peripherals', 'bhayandar', 'east']","['raviyog', 'peripherals', 'bhayandar', 'east']","['raviyog', 'peripheral', 'bhayandar', 'east']"
3269,ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,K actually can you guys meet me at the sunoco on howard It should be right on the way,"['k', 'actually', 'can', 'you', 'guys', 'meet', 'me', 'at', 'the', 'sunoco', 'on', 'howard', 'it', 'should', 'be', 'right', 'on', 'the', 'way']","['k', 'actually', 'guys', 'meet', 'sunoco', 'howard', 'right', 'way']","['k', 'actually', 'guy', 'meet', 'sunoco', 'howard', 'right', 'way']"
3270,spam,You have 1 new voicemail. Please call 08719181513.,You have 1 new voicemail Please call 08719181513,"['you', 'have', '1', 'new', 'voicemail', 'please', 'call', '08719181513']","['1', 'new', 'voicemail', 'please', 'call', '08719181513']","['1', 'new', 'voicemail', 'please', 'call', '08719181513']"
3271,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",MOON has come to color your dreams STARS to make them musical and my SMS to give you warm and Peaceful Sleep Good Night,"['moon', 'has', 'come', 'to', 'color', 'your', 'dreams', 'stars', 'to', 'make', 'them', 'musical', 'and', 'my', 'sms', 'to', 'give', 'you', 'warm', 'and', 'peaceful', 'sleep', 'good', 'night']","['moon', 'come', 'color', 'dreams', 'stars', 'make', 'musical', 'sms', 'give', 'warm', 'peaceful', 'sleep', 'good', 'night']","['moon', 'come', 'color', 'dream', 'star', 'make', 'musical', 'sm', 'give', 'warm', 'peaceful', 'sleep', 'good', 'night']"
3272,ham,Just finished eating. Got u a plate. NOT leftovers this time.,Just finished eating Got u a plate NOT leftovers this time,"['just', 'finished', 'eating', 'got', 'u', 'a', 'plate', 'not', 'leftovers', 'this', 'time']","['finished', 'eating', 'got', 'u', 'plate', 'leftovers', 'time']","['finished', 'eating', 'got', 'u', 'plate', 'leftover', 'time']"
3273,ham,Thanx a lot...,Thanx a lot,"['thanx', 'a', 'lot']","['thanx', 'lot']","['thanx', 'lot']"
3274,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,Hurry home u big butt Hang up on your last caller if u have to Food is done and Im starving Dont ask what I cooked,"['hurry', 'home', 'u', 'big', 'butt', 'hang', 'up', 'on', 'your', 'last', 'caller', 'if', 'u', 'have', 'to', 'food', 'is', 'done', 'and', 'im', 'starving', 'dont', 'ask', 'what', 'i', 'cooked']","['hurry', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'im', 'starving', 'dont', 'ask', 'cooked']","['hurry', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'im', 'starving', 'dont', 'ask', 'cooked']"
3275,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,Lol your right What diet Everyday I cheat anyway Im meant to be a fatty ,"['lol', 'your', 'right', 'what', 'diet', 'everyday', 'i', 'cheat', 'anyway', 'im', 'meant', 'to', 'be', 'a', 'fatty', '']","['lol', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'im', 'meant', 'fatty', '']","['lol', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'im', 'meant', 'fatty', '']"
3276,ham,Its a great day. Do have yourself a beautiful one.,Its a great day Do have yourself a beautiful one,"['its', 'a', 'great', 'day', 'do', 'have', 'yourself', 'a', 'beautiful', 'one']","['great', 'day', 'beautiful', 'one']","['great', 'day', 'beautiful', 'one']"
3277,ham,What happened in interview?,What happened in interview,"['what', 'happened', 'in', 'interview']","['happened', 'interview']","['happened', 'interview']"
3278,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",Solve d Case  A Man Was Found Murdered On  ltDECIMALgt  ltgt  AfterNoon 1His wife called Police 2Police questioned everyone 3Wife SirI was sleeping when the murder took place 4Cook I was cooking 5Gardener I was picking vegetables 6HouseMaid I went 2 d post office 7Children We went 2 play 8Neighbour We went 2 a marriage Police arrested d murderer Immediately Whos It Reply With Reason If U r Brilliant,"['solve', 'd', 'case', 'a', 'man', 'was', 'found', 'murdered', 'on', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'was', 'sleeping', 'when', 'the', 'murder', 'took', 'place', '4cook', 'i', 'was', 'cooking', '5gardener', 'i', 'was', 'picking', 'vegetables', '6housemaid', 'i', 'went', '2', 'd', 'post', 'office', '7children', 'we', 'went', '2', 'play', '8neighbour', 'we', 'went', '2', 'a', 'marriage', 'police', 'arrested', 'd', 'murderer', 'immediately', 'whos', 'it', 'reply', 'with', 'reason', 'if', 'u', 'r', 'brilliant']","['solve', 'case', 'man', 'found', 'murdered', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'sleeping', 'murder', 'took', 'place', '4cook', 'cooking', '5gardener', 'picking', 'vegetables', '6housemaid', 'went', '2', 'post', 'office', '7children', 'went', '2', 'play', '8neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'whos', 'reply', 'reason', 'u', 'r', 'brilliant']","['solve', 'case', 'man', 'found', 'murdered', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'sleeping', 'murder', 'took', 'place', '4cook', 'cooking', '5gardener', 'picking', 'vegetable', '6housemaid', 'went', '2', 'post', 'office', '7children', 'went', '2', 'play', '8neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'who', 'reply', 'reason', 'u', 'r', 'brilliant']"
3279,ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,Badrith is only for chennaii will surely pick for usno competition for him,"['badrith', 'is', 'only', 'for', 'chennaii', 'will', 'surely', 'pick', 'for', 'usno', 'competition', 'for', 'him']","['badrith', 'chennaii', 'surely', 'pick', 'usno', 'competition']","['badrith', 'chennaii', 'surely', 'pick', 'usno', 'competition']"
3280,ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,I tot its my group mate Lucky i havent reply Wat time do Ì need to leave ,"['i', 'tot', 'its', 'my', 'group', 'mate', 'lucky', 'i', 'havent', 'reply', 'wat', 'time', 'do', 'ì', 'need', 'to', 'leave', '']","['tot', 'group', 'mate', 'lucky', 'havent', 'reply', 'wat', 'time', 'ì', 'need', 'leave', '']","['tot', 'group', 'mate', 'lucky', 'havent', 'reply', 'wat', 'time', 'ì', 'need', 'leave', '']"
3281,ham,Hey you around? I've got enough for a half + the ten I owe you,Hey you around Ive got enough for a half  the ten I owe you,"['hey', 'you', 'around', 'ive', 'got', 'enough', 'for', 'a', 'half', 'the', 'ten', 'i', 'owe', 'you']","['hey', 'around', 'ive', 'got', 'enough', 'half', 'ten', 'owe']","['hey', 'around', 'ive', 'got', 'enough', 'half', 'ten', 'owe']"
3282,ham,Hey tmr maybe can meet you at yck,Hey tmr maybe can meet you at yck,"['hey', 'tmr', 'maybe', 'can', 'meet', 'you', 'at', 'yck']","['hey', 'tmr', 'maybe', 'meet', 'yck']","['hey', 'tmr', 'maybe', 'meet', 'yck']"
3283,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBERSO IS ITTB,"['alrite', 'sam', 'its', 'nic', 'just', 'checkin', 'that', 'this', 'is', 'ur', 'numberso', 'is', 'ittb']","['alrite', 'sam', 'nic', 'checkin', 'ur', 'numberso', 'ittb']","['alrite', 'sam', 'nic', 'checkin', 'ur', 'numberso', 'ittb']"
3284,ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,They are just making it easy to pay back I have  ltgt yrs to say but i can pay back earlier You get,"['they', 'are', 'just', 'making', 'it', 'easy', 'to', 'pay', 'back', 'i', 'have', 'ltgt', 'yrs', 'to', 'say', 'but', 'i', 'can', 'pay', 'back', 'earlier', 'you', 'get']","['making', 'easy', 'pay', 'back', 'ltgt', 'yrs', 'say', 'pay', 'back', 'earlier', 'get']","['making', 'easy', 'pay', 'back', 'ltgt', 'yr', 'say', 'pay', 'back', 'earlier', 'get']"
3285,ham,Not to worry. I'm sure you'll get it.,Not to worry Im sure youll get it,"['not', 'to', 'worry', 'im', 'sure', 'youll', 'get', 'it']","['worry', 'im', 'sure', 'youll', 'get']","['worry', 'im', 'sure', 'youll', 'get']"
3286,ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",The gas station is like a block away from my house youll drive right by it since armenia ends at swann and you have to take howard,"['the', 'gas', 'station', 'is', 'like', 'a', 'block', 'away', 'from', 'my', 'house', 'youll', 'drive', 'right', 'by', 'it', 'since', 'armenia', 'ends', 'at', 'swann', 'and', 'you', 'have', 'to', 'take', 'howard']","['gas', 'station', 'like', 'block', 'away', 'house', 'youll', 'drive', 'right', 'since', 'armenia', 'ends', 'swann', 'take', 'howard']","['gas', 'station', 'like', 'block', 'away', 'house', 'youll', 'drive', 'right', 'since', 'armenia', 'end', 'swann', 'take', 'howard']"
3287,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058097189 NOW all will be revealed POBox 6 LS15HB 150p ,"['someone', 'u', 'know', 'has', 'asked', 'our', 'dating', 'service', '2', 'contact', 'you', 'cant', 'guess', 'who', 'call', '09058097189', 'now', 'all', 'will', 'be', 'revealed', 'pobox', '6', 'ls15hb', '150p', '']","['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058097189', 'revealed', 'pobox', '6', 'ls15hb', '150p', '']","['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058097189', 'revealed', 'pobox', '6', 'ls15hb', '150p', '']"
3288,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,Camera  You are awarded a SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 days,"['camera', 'you', 'are', 'awarded', 'a', 'sipix', 'digital', 'camera', 'call', '09061221066', 'fromm', 'landline', 'delivery', 'within', '28', 'days']","['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', '09061221066', 'fromm', 'landline', 'delivery', 'within', '28', 'days']","['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', '09061221066', 'fromm', 'landline', 'delivery', 'within', '28', 'day']"
3289,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,My tuition is at 330 Hm we go for the 1120 to 1205 one Do you mind,"['my', 'tuition', 'is', 'at', '330', 'hm', 'we', 'go', 'for', 'the', '1120', 'to', '1205', 'one', 'do', 'you', 'mind']","['tuition', '330', 'hm', 'go', '1120', '1205', 'one', 'mind']","['tuition', '330', 'hm', 'go', '1120', '1205', 'one', 'mind']"
3290,ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",Im not smoking while people use wylie smokes too much to justify ruining my shit,"['im', 'not', 'smoking', 'while', 'people', 'use', 'wylie', 'smokes', 'too', 'much', 'to', 'justify', 'ruining', 'my', 'shit']","['im', 'smoking', 'people', 'use', 'wylie', 'smokes', 'much', 'justify', 'ruining', 'shit']","['im', 'smoking', 'people', 'use', 'wylie', 'smoke', 'much', 'justify', 'ruining', 'shit']"
3291,ham,Dear good morning how you feeling dear,Dear good morning how you feeling dear,"['dear', 'good', 'morning', 'how', 'you', 'feeling', 'dear']","['dear', 'good', 'morning', 'feeling', 'dear']","['dear', 'good', 'morning', 'feeling', 'dear']"
3292,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,A little Meds say take once every 8 hours Its only been 5 but pain is back So I took another Hope I dont die,"['a', 'little', 'meds', 'say', 'take', 'once', 'every', '8', 'hours', 'its', 'only', 'been', '5', 'but', 'pain', 'is', 'back', 'so', 'i', 'took', 'another', 'hope', 'i', 'dont', 'die']","['little', 'meds', 'say', 'take', 'every', '8', 'hours', '5', 'pain', 'back', 'took', 'another', 'hope', 'dont', 'die']","['little', 'med', 'say', 'take', 'every', '8', 'hour', '5', 'pain', 'back', 'took', 'another', 'hope', 'dont', 'die']"
3293,ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",Beautiful tomorrow never comes When it comes its already TODAY In the hunt of beautiful tomorrow dont waste your wonderful TODAY GOODMORNING,"['beautiful', 'tomorrow', 'never', 'comes', 'when', 'it', 'comes', 'its', 'already', 'today', 'in', 'the', 'hunt', 'of', 'beautiful', 'tomorrow', 'dont', 'waste', 'your', 'wonderful', 'today', 'goodmorning']","['beautiful', 'tomorrow', 'never', 'comes', 'comes', 'already', 'today', 'hunt', 'beautiful', 'tomorrow', 'dont', 'waste', 'wonderful', 'today', 'goodmorning']","['beautiful', 'tomorrow', 'never', 'come', 'come', 'already', 'today', 'hunt', 'beautiful', 'tomorrow', 'dont', 'waste', 'wonderful', 'today', 'goodmorning']"
3294,ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,Dunno lei Ì all decide lor How abt leona Oops i tot ben is going n i msg him,"['dunno', 'lei', 'ì', 'all', 'decide', 'lor', 'how', 'abt', 'leona', 'oops', 'i', 'tot', 'ben', 'is', 'going', 'n', 'i', 'msg', 'him']","['dunno', 'lei', 'ì', 'decide', 'lor', 'abt', 'leona', 'oops', 'tot', 'ben', 'going', 'n', 'msg']","['dunno', 'lei', 'ì', 'decide', 'lor', 'abt', 'leona', 'oops', 'tot', 'ben', 'going', 'n', 'msg']"
3295,ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,Hi there We have now moved in2 our pub  Would be great 2 c u if u cud come up,"['hi', 'there', 'we', 'have', 'now', 'moved', 'in2', 'our', 'pub', 'would', 'be', 'great', '2', 'c', 'u', 'if', 'u', 'cud', 'come', 'up']","['hi', 'moved', 'in2', 'pub', 'would', 'great', '2', 'c', 'u', 'u', 'cud', 'come']","['hi', 'moved', 'in2', 'pub', 'would', 'great', '2', 'c', 'u', 'u', 'cud', 'come']"
3296,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,Todays Voda numbers ending 5226 are selected to receive a 350 award If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,"['todays', 'voda', 'numbers', 'ending', '5226', 'are', 'selected', 'to', 'receive', 'a', '350', 'award', 'if', 'you', 'hava', 'a', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '1131', 'standard', 'rates', 'app', '']","['todays', 'voda', 'numbers', 'ending', '5226', 'selected', 'receive', '350', 'award', 'hava', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '1131', 'standard', 'rates', 'app', '']","['today', 'voda', 'number', 'ending', '5226', 'selected', 'receive', '350', 'award', 'hava', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '1131', 'standard', 'rate', 'app', '']"
3297,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,This message is free Welcome to the new  improved Sex  Dogging club To unsubscribe from this service reply STOP msgs150p 18 only,"['this', 'message', 'is', 'free', 'welcome', 'to', 'the', 'new', 'improved', 'sex', 'dogging', 'club', 'to', 'unsubscribe', 'from', 'this', 'service', 'reply', 'stop', 'msgs150p', '18', 'only']","['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msgs150p', '18']","['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msgs150p', '18']"
3298,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Honeybee Said Im d Sweetest in d World God Laughed amp Said WaitU Havnt Met d Person Reading This Msg MORAL Even GOD Can Crack Jokes GMGNGEGN,"['honeybee', 'said', 'im', 'd', 'sweetest', 'in', 'd', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'd', 'person', 'reading', 'this', 'msg', 'moral', 'even', 'god', 'can', 'crack', 'jokes', 'gmgngegn']","['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'jokes', 'gmgngegn']","['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn']"
3299,ham,Just do what ever is easier for you,Just do what ever is easier for you,"['just', 'do', 'what', 'ever', 'is', 'easier', 'for', 'you']","['ever', 'easier']","['ever', 'easier']"
3300,spam,RCT' THNQ Adrian for U text. Rgds Vatian,RCT THNQ Adrian for U text Rgds Vatian,"['rct', 'thnq', 'adrian', 'for', 'u', 'text', 'rgds', 'vatian']","['rct', 'thnq', 'adrian', 'u', 'text', 'rgds', 'vatian']","['rct', 'thnq', 'adrian', 'u', 'text', 'rgds', 'vatian']"
3301,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,Stop calling everyone saying I might have cancer My throat hurts to talk I cant be answering everyones calls If I get one more call Im not babysitting on Monday,"['stop', 'calling', 'everyone', 'saying', 'i', 'might', 'have', 'cancer', 'my', 'throat', 'hurts', 'to', 'talk', 'i', 'cant', 'be', 'answering', 'everyones', 'calls', 'if', 'i', 'get', 'one', 'more', 'call', 'im', 'not', 'babysitting', 'on', 'monday']","['stop', 'calling', 'everyone', 'saying', 'might', 'cancer', 'throat', 'hurts', 'talk', 'cant', 'answering', 'everyones', 'calls', 'get', 'one', 'call', 'im', 'babysitting', 'monday']","['stop', 'calling', 'everyone', 'saying', 'might', 'cancer', 'throat', 'hurt', 'talk', 'cant', 'answering', 'everyones', 'call', 'get', 'one', 'call', 'im', 'babysitting', 'monday']"
3302,ham,"It'll be tough, but I'll do what I have to",Itll be tough but Ill do what I have to,"['itll', 'be', 'tough', 'but', 'ill', 'do', 'what', 'i', 'have', 'to']","['itll', 'tough', 'ill']","['itll', 'tough', 'ill']"
3303,ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,IM GONNAMISSU SO MUCHI WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT LUV Yaxx,"['im', 'gonnamissu', 'so', 'muchi', 'would', 'say', 'il', 'send', 'u', 'a', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'of', 'merememberin', 'asthere', 'is', 'ofsi', 'not', 'breakin', 'his', 'contract', 'luv', 'yaxx']","['im', 'gonnamissu', 'muchi', 'would', 'say', 'il', 'send', 'u', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'merememberin', 'asthere', 'ofsi', 'breakin', 'contract', 'luv', 'yaxx']","['im', 'gonnamissu', 'muchi', 'would', 'say', 'il', 'send', 'u', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'merememberin', 'asthere', 'ofsi', 'breakin', 'contract', 'luv', 'yaxx']"
3304,ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,Ee msg na poortiyagi odalebeku Hanumanji 7 name 1Hanuman 2Bajarangabali 3Maruti 4Pavanaputra 5Sankatmochan 6Ramaduth 7Mahaveer ee 7 name  ltgt  janarige ivatte kalisidare next saturday olage ondu good news keluviri Maretare inde 1 dodda problum nalli siguviri idu matra  ltgt  true Dont neglet,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', '7', 'name', '1hanuman', '2bajarangabali', '3maruti', '4pavanaputra', '5sankatmochan', '6ramaduth', '7mahaveer', 'ee', '7', 'name', 'ltgt', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', '1', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet']","['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', '7', 'name', '1hanuman', '2bajarangabali', '3maruti', '4pavanaputra', '5sankatmochan', '6ramaduth', '7mahaveer', 'ee', '7', 'name', 'ltgt', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', '1', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet']","['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', '7', 'name', '1hanuman', '2bajarangabali', '3maruti', '4pavanaputra', '5sankatmochan', '6ramaduth', '7mahaveer', 'ee', '7', 'name', 'ltgt', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', '1', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet']"
3305,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME TEXT BACK ON THIS NUMBER LUV KATE XXX,"['hi', 'darlin', 'i', 'finish', 'at', '3', 'do', 'u', '1', '2', 'pick', 'me', 'up', 'or', 'meet', 'me', 'text', 'back', 'on', 'this', 'number', 'luv', 'kate', 'xxx']","['hi', 'darlin', 'finish', '3', 'u', '1', '2', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx']","['hi', 'darlin', 'finish', '3', 'u', '1', '2', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx']"
3306,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",Set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember Wish you Happy Valentines Day,"['set', 'a', 'place', 'for', 'me', 'in', 'your', 'heart', 'and', 'not', 'in', 'your', 'mind', 'as', 'the', 'mind', 'easily', 'forgets', 'but', 'the', 'heart', 'will', 'always', 'remember', 'wish', 'you', 'happy', 'valentines', 'day']","['set', 'place', 'heart', 'mind', 'mind', 'easily', 'forgets', 'heart', 'always', 'remember', 'wish', 'happy', 'valentines', 'day']","['set', 'place', 'heart', 'mind', 'mind', 'easily', 'forgets', 'heart', 'always', 'remember', 'wish', 'happy', 'valentine', 'day']"
3307,ham,But i'm surprised she still can guess right lor...,But im surprised she still can guess right lor,"['but', 'im', 'surprised', 'she', 'still', 'can', 'guess', 'right', 'lor']","['im', 'surprised', 'still', 'guess', 'right', 'lor']","['im', 'surprised', 'still', 'guess', 'right', 'lor']"
3308,ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,Okie Ì wan meet at bishan Cos me at bishan now Im not driving today,"['okie', 'ì', 'wan', 'meet', 'at', 'bishan', 'cos', 'me', 'at', 'bishan', 'now', 'im', 'not', 'driving', 'today']","['okie', 'ì', 'wan', 'meet', 'bishan', 'cos', 'bishan', 'im', 'driving', 'today']","['okie', 'ì', 'wan', 'meet', 'bishan', 'co', 'bishan', 'im', 'driving', 'today']"
3309,ham,Oh ho. Is this the first time u use these type of words,Oh ho Is this the first time u use these type of words,"['oh', 'ho', 'is', 'this', 'the', 'first', 'time', 'u', 'use', 'these', 'type', 'of', 'words']","['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'words']","['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']"
3310,ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE IJUST TALKED TO YOUR MUM ALL MORNING I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,"['hi', 'darlin', 'how', 'was', 'work', 'did', 'u', 'get', 'into', 'trouble', 'ijust', 'talked', 'to', 'your', 'mum', 'all', 'morning', 'i', 'had', 'a', 'really', 'good', 'time', 'last', 'night', 'im', 'goin', 'out', 'soon', 'but', 'call', 'me', 'if', 'u', 'can']","['hi', 'darlin', 'work', 'u', 'get', 'trouble', 'ijust', 'talked', 'mum', 'morning', 'really', 'good', 'time', 'last', 'night', 'im', 'goin', 'soon', 'call', 'u']","['hi', 'darlin', 'work', 'u', 'get', 'trouble', 'ijust', 'talked', 'mum', 'morning', 'really', 'good', 'time', 'last', 'night', 'im', 'goin', 'soon', 'call', 'u']"
3311,ham,I know you are serving. I mean what are you doing now.,I know you are serving I mean what are you doing now,"['i', 'know', 'you', 'are', 'serving', 'i', 'mean', 'what', 'are', 'you', 'doing', 'now']","['know', 'serving', 'mean']","['know', 'serving', 'mean']"
3312,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",Huh Hyde park not in mel ah opps got confused Anyway if tts e best choice den we juz have to take it,"['huh', 'hyde', 'park', 'not', 'in', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'if', 'tts', 'e', 'best', 'choice', 'den', 'we', 'juz', 'have', 'to', 'take', 'it']","['huh', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'tts', 'e', 'best', 'choice', 'den', 'juz', 'take']","['huh', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'tt', 'e', 'best', 'choice', 'den', 'juz', 'take']"
3313,ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,Oh gei That happend to me in tron Maybe ill dl it in 3d when its out,"['oh', 'gei', 'that', 'happend', 'to', 'me', 'in', 'tron', 'maybe', 'ill', 'dl', 'it', 'in', '3d', 'when', 'its', 'out']","['oh', 'gei', 'happend', 'tron', 'maybe', 'ill', 'dl', '3d']","['oh', 'gei', 'happend', 'tron', 'maybe', 'ill', 'dl', '3d']"
